"country","year","Yt","DR.2.Yt","DR.3.Yt"
"Algeria",2042,878191541218.605,535284854609.547,419429170964.486
"Algeria",2043,891765660675.445,532900685743.853,413507034965.918
"Algeria",2044,905339780132.289,530404214059.895,407574060764.735
"Algeria",2045,918913899589.129,527800760225.231,401635903675.591
"Algeria",2046,932488019045.969,525095479430.581,395697898771.78
"Algeria",2047,946062138502.809,522293365833.482,389765074742.461
"Algeria",2048,959636257959.648,519399256891.312,383842167214.336
"Algeria",2049,973210377416.488,516417837586.309,377933631557.235
"Algeria",2050,986784496873.328,513353644545.134,372043655192.355
"Andorra",2015,4221045382.43146,4391575615.88169,4478107046.22154
"Andorra",2016,4377632577.2994,4465185228.84539,4508961554.61838
"Andorra",2017,4392782333.08073,4392782333.08073,4392782333.08073
"Andorra",2018,4462573342.8599,4375071904.76461,4332595478.50476
"Andorra",2019,4552518634.48748,4375738787.47355,4291185441.12308
"Andorra",2020,4438576583.62753,4182569848.34974,4061926339.90698
"Andorra",2021,4458396508.25097,4118869221.56024,3961227552.05352
"Andorra",2022,4478216432.87441,4056058596.34098,3862948833.37098
"Andorra",2023,4498036357.49786,3994127561.49112,3767034635.39515
"Andorra",2024,4517856282.12131,3933065771.91552,3673430592.46208
"Andorra",2025,4537676206.74476,3872862950.03512,3582083499.93094
"Andorra",2026,4557496131.3682,3813508887.11661,3492941292.67194
"Andorra",2027,4577316055.99165,3754993444.524,3405953023.82246
"Andorra",2028,4597135980.6151,3697306554.89461,3321068843.81406
"Andorra",2029,4616955905.23854,3640438223.24202,3238239979.67245
"Andorra",2030,4636775829.86198,3584378527.98837,3157418714.59249
"Andorra",2031,4656595754.48544,3529117621.92838,3078558367.78971
"Andorra",2032,4676415679.10888,3474645733.12716,3001613274.62937
"Andorra",2033,4696235603.73232,3420953165.75455,2926538767.03439
"Andorra",2034,4716055528.35577,3368030300.85748,2853291154.17239
"Andorra",2035,4735875452.97922,3315867597.07297,2781827703.42231
"Andorra",2036,4755695377.60267,3264455591.28352,2712106621.62086
"Andorra",2037,4775515302.22611,3213784899.21703,2644087036.58842
"Andorra",2038,4795335226.84956,3163846215.99312,2577728978.9342
"Andorra",2039,4815155151.47301,3114630316.61757,2512993364.13991
"Andorra",2040,4834975076.09645,3066128056.42707,2449841974.9213
"Andorra",2041,4854795000.71989,3018330371.48563,2388237443.8665
"Andorra",2042,4874614925.34335,2971228278.93467,2328143236.34999
"Andorra",2043,4894434849.96679,2924812877.29824,2269523633.72087
"Andorra",2044,4914254774.59024,2879075346.74523,2212343716.76407
"Andorra",2045,4934074699.21368,2834006949.30991,2156569349.43266
"Andorra",2046,4953894623.83713,2789599029.07246,2102167162.84967
"Andorra",2047,4973714548.46058,2745843012.30095,2049104539.57739
"Andorra",2048,4993534473.08402,2702730407.55621,1997349598.15229
"Andorra",2049,5013354397.70747,2660252805.76097,1946871177.88323
"Andorra",2050,5033174322.33092,2618401880.23469,1897638823.91099
"Angola",2015,119648001759.22,124481781030.292,126934565066.356
"Angola",2016,116561023915.719,118892244394.033,120057854633.191
"Angola",2017,116389431004.253,116389431004.253,116389431004.253
"Angola",2018,114857325124.504,112605220710.298,111511966140.295
"Angola",2019,114050713190.313,109621984996.456,107503735686.976
"Angola",2020,122507554527.961,115441604782.438,112111766734.016
"Angola",2021,124490032356.65,115009546978.584,110607781343.489
"Angola",2022,126472510185.338,114550049071.388,109096298268.988
"Angola",2023,128454988014.027,114064353255.526,107579030154.235
"Angola",2024,130437465842.716,113553663561.981,106057596237.851
"Angola",2025,132419943671.404,113019146877.08,104533526341.538
"Angola",2026,134402421500.093,112461933936.239,103008264705.172
"Angola",2027,136384899328.781,111883120293.01,101483173674.348
"Angola",2028,138367377157.47,111283767264.034,99959537245.7219
"Angola",2029,140349854986.159,110664902850.461,98438564475.2933
"Angola",2030,142332332814.847,110027522636.396,96921392754.625
"Angola",2031,144314810643.536,109372590664.924,95409090959.784
"Angola",2032,146297288472.224,108701040292.242,93902662477.641
"Angola",2033,148279766300.913,108013775020.425,92403048114.0137
"Angola",2034,150262244129.602,107311669309.328,90911128887.9511
"Angola",2035,152244721958.29,106595569368.131,89427728716.3398
"Angola",2036,154227199786.979,105866293927.009,87953616992.8452
"Angola",2037,156209677615.667,105124634989.395,86489511065.0586
"Angola",2038,158192155444.355,104371358565.318,85036078613.6069
"Angola",2039,160174633273.044,103607205386.25,83593939936.8199
"Angola",2040,162157111101.733,102832891601.915,82163670144.4453
"Angola",2041,164139588930.421,102049109459.492,80745801263.7731
"Angola",2042,166122066759.11,101256527965.637,79340824261.4081
"Angola",2043,168104544587.798,100455793531.726,77949190983.8128
"Angola",2044,170087022416.487,99647530602.7338,76571316019.6501
"Angola",2045,172069500245.175,98832342270.1369,75207578486.8187
"Angola",2046,174051978073.864,98010810869.2292,73858323747.0044
"Angola",2047,176034455902.553,97183498561.2175,72523865050.4385
"Angola",2048,178016933731.241,96350947900.4747,71204485113.4872
"Angola",2049,179999411559.93,95513682387.3044,69900437631.5822
"Angola",2050,181981889388.618,94672207006.5607,68611948729.9196
"Antigua and Barbuda",2015,2130280739.73272,2216344081.61792,2260014836.78244
"Antigua and Barbuda",2016,2217617255.3795,2261969600.48709,2284145773.04088
"Antigua and Barbuda",2017,2272244561.15931,2272244561.15931,2272244561.15931
"Antigua and Barbuda",2018,2430237953.96655,2382586229.37897,2359454324.23937
"Antigua and Barbuda",2019,2505586148.73959,2408291184.87081,2361755253.78414
"Antigua and Barbuda",2020,2473526283.68152,2330859062.20224,2263626947.70196
"Antigua and Barbuda",2021,2526599896.2471,2334187757.54695,2244851283.08067
"Antigua and Barbuda",2022,2579673508.81268,2336489776.23369,2225249029.54494
"Antigua and Barbuda",2023,2632747121.37827,2337804100.31698,2204884265.98351
"Antigua and Barbuda",2024,2685820733.94385,2338168577.86711,2183818039.75972
"Antigua and Barbuda",2025,2738894346.50943,2337619952.45283,2162108488.94478
"Antigua and Barbuda",2026,2791967959.07503,2336193891.90377,2139810960.00239
"Antigua and Barbuda",2027,2845041571.64061,2333925016.36951,2116978121.08599
"Antigua and Barbuda",2028,2898115184.20619,2330846925.69208,2093660071.10449
"Antigua and Barbuda",2029,2951188796.77177,2326992226.10758,2069904444.70663
"Antigua and Barbuda",2030,3004262409.33736,2322392556.29315,2045756513.32941
"Antigua and Barbuda",2031,3057336021.90294,2317078612.77435,2021259282.4507
"Antigua and Barbuda",2032,3110409634.46852,2311080174.70832,1996453585.18148
"Antigua and Barbuda",2033,3163483247.03412,2304426128.05712,1971378172.32836
"Antigua and Barbuda",2034,3216556859.5997,2297144489.16589,1946069799.05263
"Antigua and Barbuda",2035,3269630472.16528,2289262427.7598,1920563308.24776
"Antigua and Barbuda",2036,3322704084.73087,2280806289.37342,1894891710.75292
"Antigua and Barbuda",2037,3375777697.29645,2271801617.22604,1869086262.51602
"Antigua and Barbuda",2038,3428851309.86203,2262273173.55604,1843176538.81618
"Antigua and Barbuda",2039,3481924922.42763,2252244960.42704,1817190505.65116
"Antigua and Barbuda",2040,3534998534.99321,2241740240.01837,1791154588.39212
"Antigua and Barbuda",2041,3588072147.55879,2230781554.41218,1765093737.80432
"Antigua and Barbuda",2042,3641145760.12437,2219390744.88896,1739031493.52888
"Antigua and Barbuda",2043,3694219372.68996,2207588970.74328,1712990045.11751
"Antigua and Barbuda",2044,3747292985.25554,2195396727.63103,1686990290.70901
"Antigua and Barbuda",2045,3800366597.82114,2182833865.45947,1661051893.433
"Antigua and Barbuda",2046,3853440210.38672,2169919605.83072,1635193335.62348
"Antigua and Barbuda",2047,3906513822.9523,2156672559.04959,1609431970.92221
"Antigua and Barbuda",2048,3959587435.51788,2143110740.70593,1583784074.34846
"Antigua and Barbuda",2049,4012661048.08347,2129251587.8417,1558264890.40966
"Antigua and Barbuda",2050,4065734660.64905,2115111974.71274,1532888679.32458
"Argentina",2015,273011008547.964,284040653293.302,289637378968.535
"Argentina",2016,267331484520.562,272678114210.973,275351429056.179
"Argentina",2017,274866230372.262,274866230372.262,274866230372.262
"Argentina",2018,267671891381.01,262423422922.559,259875622700.01
"Argentina",2019,262316148890.756,252130093128.37,247258128844.147
"Argentina",2020,270679464141.329,255067304563.6,247710053967.12
"Argentina",2021,271304134732.165,250643083934.392,241050209755.502
"Argentina",2022,271928805323.001,246294297061.283,234568176198.712
"Argentina",2023,272553475913.837,242019686726.861,228259245182.246
"Argentina",2024,273178146504.673,237818016014.526,222118832007.461
"Argentina",2025,273802817095.51,233688067995.745,216142472196.365
"Argentina",2026,274427487686.346,229628645421.754,210325818377.84
"Argentina",2027,275052158277.182,225638570419.678,204664637253.262
"Argentina",2028,275676828868.018,221716684192.993,199154806639.532
"Argentina",2029,276301499458.855,217861846726.286,193792312587.59
"Argentina",2030,276926170049.691,214072936494.261,188573246574.516
"Argentina",2031,277550840640.527,210348850174.94,183493802767.378
"Argentina",2032,278175511231.363,206688502366.989,178550275357.04
"Argentina",2033,278800181822.199,203090825311.148,173739055960.151
"Argentina",2034,279424852413.036,199554768615.68,169056631087.635
"Argentina",2035,280049523003.872,196079298985.812,164499579677.986
"Argentina",2036,280674193594.708,192663399957.109,160064570693.767
"Argentina",2037,281298864185.544,189306071632.728,155748360779.69
"Argentina",2038,281923534776.38,186006330424.506,151547791980.767
"Argentina",2039,282548205367.216,182763208797.832,147459789518.983
"Argentina",2040,283172875958.053,179575755020.254,143481359627.051
"Argentina",2041,283797546548.889,176443032913.769,139609587437.781
"Argentina",2042,284422217139.725,173364121610.76,135841634927.682
"Argentina",2043,285046887730.561,170338115313.515,132174738913.416
"Argentina",2044,285671558321.398,167364123057.297,128606209099.78
"Argentina",2045,286296228912.234,164441268476.903,125133426177.896
"Argentina",2046,286920899503.07,161568689576.687,121753839972.369
"Argentina",2047,287545570093.906,158745538503.978,118464967636.142
"Argentina",2048,288170240684.742,155970981325.863,115264391891.87
"Argentina",2049,288794911275.578,153244197809.288,112149759318.606
"Argentina",2050,289419581866.415,150564381204.426,109118778682.684
"Armenia",2015,34848207126.8653,36256074694.7907,36970462940.8914
"Armenia",2016,34917903541.0584,35616261611.8796,35965440647.2902
"Armenia",2017,37536746307.211,37536746307.211,37536746307.211
"Armenia",2018,39488657115.0558,38714369720.6429,38338502053.4522
"Armenia",2019,42489795055.2231,40839864528.2806,40050706998.9849
"Armenia",2020,42399254809.7642,39953764775.392,38801324401.945
"Armenia",2021,43840165619.9873,40501536484.2701,38951419331.8374
"Armenia",2022,45281076430.21,41012466025.1044,39059854295.0699
"Armenia",2023,46721987240.4326,41487787588.3726,39128928754.8369
"Armenia",2024,48162898050.6558,41928701129.5426,39160843566.6836
"Armenia",2025,49603808860.8784,42336373237.1144,39157704771.9208
"Armenia",2026,51044719671.1011,42711937979.7875,39121527253.7217
"Armenia",2027,52485630481.3242,43056497733.2299,39054238260.6714
"Armenia",2028,53926541291.5469,43371123986.9293,38957680802.3952
"Armenia",2029,55367452101.7695,43656858131.5895,38833616921.7293
"Armenia",2030,56808362911.9927,43914712227.5219,38683730847.7402
"Armenia",2031,58249273722.2153,44145669754.4739,38509632033.7591
"Armenia",2032,59690184532.438,44350686343.3343,38312858084.4601
"Armenia",2033,61131095342.6611,44530690490.1272,38094877575.8591
"Armenia",2034,62572006152.8838,44686584252.7152,37857092771.9949
"Armenia",2035,64012916963.1064,44819243930.6149,37600842241.9175
"Armenia",2036,65453827773.3296,44929520728.3157,37327403380.4841
"Armenia",2037,66894738583.5522,45018241402.4881,37037994836.346
"Armenia",2038,68335649393.7754,45086208893.4646,36733778850.3995
"Armenia",2039,69776560203.998,45134202941.3487,36415863507.8488
"Armenia",2040,71217471014.2207,45162980687.1269,36085304906.9366
"Armenia",2041,72658381824.4438,45173277259.1219,35743109247.2813
"Armenia",2042,74099292634.6665,45165806345.138,35390234840.6662
"Armenia",2043,75540203444.8892,45141260750.6339,35027594047.027
"Armenia",2044,76981114255.1123,45100312943.2483,34656055138.288
"Armenia",2045,78422025065.335,45043615583.9988,34276444092.6063
"Armenia",2046,79862935875.5576,44971802045.4721,33889546321.5015
"Armenia",2047,81303846685.7808,44885486917.3055,33496108332.2529
"Armenia",2048,82744757496.0034,44785266499.2606,33096839327.8718
"Armenia",2049,84185668306.2261,44671719282.1859,32692412746.8782
"Armenia",2050,85626579116.4492,44545406417.1462,32283467745.0253
"Australia",2015,1180457796498.04,1228148291476.56,1252347676304.77
"Australia",2016,1213031183344.52,1237291807011.41,1249422118844.86
"Australia",2017,1240683342709.7,1240683342709.7,1240683342709.7
"Australia",2018,1276396036984.66,1251368663710.45,1239219453383.17
"Australia",2019,1304113552038.29,1253473233408.58,1229252099197.18
"Australia",2020,1334769950409.13,1257783535752.77,1221503587272.15
"Australia",2021,1365084955444.8,1261127492225.29,1212860302217.27
"Australia",2022,1395399960480.48,1263856736242.62,1203684263639.78
"Australia",2023,1425714965516.15,1265994088532.91,1194013838138.05
"Australia",2024,1456029970551.82,1267561711230.8,1183885609317.2
"Australia",2025,1486344975587.49,1268581124930.72,1173334449104.89
"Australia",2026,1516659980623.16,1269073225324.75,1162393586425.55
"Australia",2027,1546974985658.84,1269058299434.62,1151094673326.19
"Australia",2028,1577289990694.51,1268556041447.39,1139467848643.98
"Australia",2029,1607604995730.18,1267585568164.22,1127541799302.86
"Australia",2030,1637920000765.85,1266165434071.15,1115343819323.13
"Australia",2031,1668235005801.52,1264313646040.87,1102899866625.31
"Australia",2032,1698550010837.2,1262047677674.2,1090234617706.68
"Australia",2033,1728865015872.87,1259384483289.59,1077371520266.23
"Australia",2034,1759180020908.54,1256340511569.16,1064332843851.21
"Australia",2035,1789495025944.21,1252931718869.19,1051139728595.79
"Australia",2036,1819810030979.88,1249173582202.98,1037812232120
"Australia",2037,1850125036015.55,1245081111903.98,1024369374654.93
"Australia",2038,1880440041051.23,1240668863976.49,1010829182457.5
"Australia",2039,1910755046086.9,1235950952141.53,997208729576.311
"Australia",2040,1941070051122.57,1230941059585,983524178027.811
"Australia",2041,1971385056158.24,1225652450415.1,969790816439.796
"Australia",2042,2001700061193.91,1220097980836.03,956023097217.615
"Australia",2043,2032015066229.59,1214290110044.61,942234672286.263
"Australia",2044,2062330071265.26,1208240910856.36,928438427459.782
"Australia",2045,2092645076300.93,1201962080067.64,914646515487.687
"Australia",2046,2122960081336.6,1195464948559.81,900870387826.236
"Australia",2047,2153275086372.27,1188760491151.83,887120825180.845
"Australia",2048,2183590091407.95,1181859336207.17,873407966864.275
"Australia",2049,2213905096443.62,1174771775000.76,859741339013.627
"Australia",2050,2244220101479.29,1167507770851.95,846129881707.793
"Austria",2015,492927446723.078,512841715570.69,522946728228.513
"Austria",2016,503363803588.665,513431079660.438,518464717696.325
"Austria",2017,514801488221.63,514801488221.63,514801488221.63
"Austria",2018,527590294215.14,517245386485.431,512223586616.641
"Austria",2019,536849379661.983,516002863958.077,506032029090.379
"Austria",2020,536803943234.455,505842344982.751,491251651358.898
"Austria",2021,543899787225.342,502479330644.927,483247916313.815
"Austria",2022,550995631216.229,499053719274.221,475293671644.416
"Austria",2023,558091475207.117,495569258625.995,467392824275.316
"Austria",2024,565187319198.004,492029573551.333,459549011558.804
"Austria",2025,572283163188.891,488438169375.938,451765613663.699
"Austria",2026,579379007179.777,484798435193.751,444045765471.219
"Austria",2027,586474851170.666,481113647077.391,436392367996.055
"Austria",2028,593570695161.553,477386971207.347,428808099350.224
"Austria",2029,600666539152.439,473621466921.95,421295425266.665
"Austria",2030,607762383143.326,469820089689.957,413856609198.895
"Austria",2031,614858227134.215,465985694007.655,406493722012.498
"Austria",2032,621954071125.102,462121036222.278,399208651283.674
"Austria",2033,629049915115.988,458228777283.536,392003110219.503
"Austria",2034,636145759106.875,454311485424.967,384878646214.065
"Austria",2035,643241603097.764,450371638776.816,377836649054.079
"Austria",2036,650337447088.65,446411627912.086,370878358787.196
"Austria",2037,657433291079.537,442433758327.414,364004873265.667
"Austria",2038,664529135070.424,438440252860.282,357217155377.582
"Austria",2039,671624979061.312,434433254044.178,350516039977.522
"Austria",2040,678720823052.199,430414826403.152,343902240527.96
"Austria",2041,685816667043.086,426386958687.287,337376355462.414
"Austria",2042,692912511033.973,422351566050.473,330938874280.906
"Austria",2043,700008355024.861,418310492171.933,324590183387.928
"Austria",2044,707104199015.748,414265511322.828,318330571682.747
"Austria",2045,714200043006.635,410218330379.312,312160235911.518
"Austria",2046,721295886997.521,406170590783.321,306079285790.348
"Austria",2047,728391730988.41,402123870452.388,300087748908.097
"Austria",2048,735487574979.297,398079685639.706,294185575417.411
"Austria",2049,742583418970.184,394039492745.686,288372642522.169
"Austria",2050,749679262961.072,390004690082.174,282648758769.212
"Azerbaijan",2015,158471005795.082,164873234429.203,168121890048.003
"Azerbaijan",2016,153558404805.01,156629572901.11,158165156949.16
"Azerbaijan",2017,153865521520.885,153865521520.885,153865521520.885
"Azerbaijan",2018,156173504343.699,153111278768.332,151624761498.737
"Azerbaijan",2019,160077842057.61,153861824353.72,150888719066.462
"Azerbaijan",2020,162784833306.049,153395784149.808,148971182469.225
"Azerbaijan",2021,164786448536.022,152237206751.158,146410625196.281
"Azerbaijan",2022,166788063765.996,151065088064.739,143872848934.974
"Azerbaijan",2023,168789678995.968,149880404556.813,141358698849.811
"Azerbaijan",2024,170791294225.941,148684099607.037,138868951546.458
"Azerbaijan",2025,172792909455.915,147477084430.548,136404318348.471
"Azerbaijan",2026,174794524685.887,146260238976.624,133965448441.315
"Azerbaijan",2027,176796139915.86,145034412804.466,131552931888.621
"Azerbaijan",2028,178797755145.833,143800425936.645,129167302525.446
"Azerbaijan",2029,180799370375.806,142559069690.783,126809040733.148
"Azerbaijan",2030,182800985605.779,141311107489.958,124478576100.329
"Azerbaijan",2031,184802600835.752,140057275652.375,122176289974.106
"Azerbaijan",2032,186804216065.725,138798284160.792,119902517905.863
"Azerbaijan",2033,188805831295.698,137534817412.187,117657551995.449
"Azerbaijan",2034,190807446525.671,136267534948.164,115441643137.678
"Azerbaijan",2035,192809061755.644,134997072166.54,113255003174.82
"Azerbaijan",2036,194810676985.617,133724041014.588,111097806958.669
"Azerbaijan",2037,196812292215.59,132449030664.378,108970194325.608
"Azerbaijan",2038,198813907445.563,131172608170.649,106872271988.014
"Azerbaijan",2039,200815522675.536,129895319111.637,104804115345.179
"Azerbaijan",2040,202817137905.509,128617688213.273,102765770216.849
"Azerbaijan",2041,204818753135.482,127340219957.171,100757254502.337
"Azerbaijan",2042,206820368365.455,126063399172.775,98778559768.0892
"Azerbaijan",2043,208821983595.428,124787691614.082,96829652766.4497
"Azerbaijan",2044,210823598825.401,123513544521.291,94910476888.2998
"Azerbaijan",2045,212825214055.374,122241387167.774,93020953552.1236
"Azerbaijan",2046,214826829285.347,120971631392.703,91160983531.9773
"Azerbaijan",2047,216828444515.32,119704672119.704,89330448226.7412
"Azerbaijan",2048,218830059745.293,118440887861.874,87529210872.9471
"Azerbaijan",2049,220831674975.266,117180641213.493,85757117703.3931
"Azerbaijan",2050,222833290205.239,115924279328.77,84013999053.674
"Bahamas, The",2015,12294862853.6863,12791575312.9752,13043620001.4758
"Bahamas, The",2016,12176597488.7939,12420129438.5698,12541895413.4577
"Bahamas, The",2017,12517483605.1307,12517483605.1307,12517483605.1307
"Bahamas, The",2018,12846679637.1816,12594783958.0212,12472504502.1181
"Bahamas, The",2019,12672316123.9174,12180234644.2882,11944873337.6543
"Bahamas, The",2020,12787276086.9289,12049735854.7324,11702169056.7991
"Bahamas, The",2021,12880231141.8386,11899342626.5519,11443918543.6839
"Bahamas, The",2022,12973186196.7483,11750214440.0551,11190784374.7665
"Bahamas, The",2023,13066141251.658,11602359507.0748,10942687593.8684
"Bahamas, The",2024,13159096306.5676,11455785231.0432,10699549503.8198
"Bahamas, The",2025,13252051361.4773,11310498235.5377,10461291718.3527
"Bahamas, The",2026,13345006416.387,11166504392.0162,10227836210.7521
"Bahamas, The",2027,13437961471.2967,11023808846.7661,9999105359.40852
"Bahamas, The",2028,13530916526.2064,10882416047.0844,9775021990.41331
"Bahamas, The",2029,13623871581.1161,10742329766.7109,9555509417.32766
"Bahamas, The",2030,13716826636.0258,10603553130.5324,9340491478.25588
"Bahamas, The",2031,13809781690.9355,10466088638.5766,9129892570.34541
"Bahamas, The",2032,13902736745.8452,10329938189.3156,8923637681.8321
"Bahamas, The",2033,13995691800.7549,10195103102.2945,8721652421.74448
"Bahamas, The",2034,14088646855.6646,10061584140.105,8523863047.3763
"Bahamas, The",2035,14181601910.5742,9929381529.71892,8330196489.63205
"Bahamas, The",2036,14274556965.4839,9798494983.20038,8140580376.3463
"Bahamas, The",2037,14367512020.3936,9668923717.81032,7954943053.67265
"Bahamas, The",2038,14460467075.3033,9540666475.5216,7773213605.63613
"Bahamas, The",2039,14553422130.213,9413721541.95862,7595321871.93682
"Bahamas, The",2040,14646377185.1227,9288086764.77699,7421198464.0906
"Bahamas, The",2041,14739332240.0324,9163759571.49792,7250774779.98852
"Bahamas, The",2042,14832287294.9421,9040736986.81159,7083983016.9533
"Bahamas, The",2043,14925242349.8518,8919015649.36344,6920756183.36815
"Bahamas, The",2044,15018197404.7615,8798591828.03712,6761028108.95003
"Bahamas, The",2045,15111152459.6712,8679461437.74729,6604733453.73637
"Bahamas, The",2046,15204107514.5808,8561620054.75519,6451807715.85149
"Bahamas, The",2047,15297062569.4905,8445062931.51995,6302187238.11646
"Bahamas, The",2048,15390017624.4002,8329785011.09718,6155809213.56245
"Bahamas, The",2049,15482972679.3099,8215780941.09794,6012611689.90687
"Bahamas, The",2050,15575927734.2196,8103045087.21898,5872533573.04713
"Bahrain",2015,69121096137.576,71913588421.5341,73330570892.3544
"Bahrain",2016,71758061306.2946,73193222532.4205,73910803145.4834
"Bahrain",2017,75312837507.4721,75312837507.4721,75312837507.4721
"Bahrain",2018,76858700261.9917,75351666923.5213,74620097341.7395
"Bahrain",2019,78436515414.1412,75390729925.1646,73933938556.0762
"Bahrain",2020,81556167126.8018,76852197803.6368,74635446114.905
"Bahrain",2021,83982200064.7324,77586571397.4467,74617097012.9789
"Bahrain",2022,86408233002.6641,78262598853.475,74536500831.2117
"Bahrain",2023,88834265940.5947,78882285912.7656,74397299179.297
"Bahrain",2024,91260298878.5254,79447582092.0482,74202974340.7864
"Bahrain",2025,93686331816.457,79960382117.4678,73956855464.9106
"Bahrain",2026,96112364754.3877,80422527323.7076,73662124532.8766
"Bahrain",2027,98538397692.3184,80835807019.3153,73321822106.5276
"Bahrain",2028,100964430630.25,81201959819.0085,72938852866.9724
"Bahrain",2029,103390463568.181,81522674943.7346,72515990950.5467
"Bahrain",2030,105816496506.112,81799593489.2446,72055885089.2204
"Bahrain",2031,108242529444.043,82034309663.9027,71561063562.3029
"Bahrain",2032,110668562381.974,82228371996.46,71033938966.0889
"Bahrain",2033,113094595319.905,82383284514.4902,70476812807.8426
"Bahrain",2034,115520628257.836,82500507894.1754,69891879930.3109
"Bahrain",2035,117946661195.767,82581460582.1103,69281232772.7381
"Bahrain",2036,120372694133.698,82627519889.7825,68646865474.1537
"Bahrain",2037,122798727071.629,82640023061.3667,67990677824.506
"Bahrain",2038,125224760009.56,82620268315.4609,67314479069.0251
"Bahrain",2039,127650792947.491,82569515861.3741,66619991571.0111
"Bahrain",2040,130076825885.422,82488988890.5635,65908854338.0694
"Bahrain",2041,132502858823.353,82379874543.8057,65182626416.6385
"Bahrain",2042,134928891761.284,82243324854.6714,64442790159.4928
"Bahrain",2043,137354924699.215,82080457669.8615,63690754370.7387
"Bahrain",2044,139780957637.146,81892357546.9493,62927857332.6694
"Bahrain",2045,142206990575.077,81680076630.0607,62155369718.6919
"Bahrain",2046,144633023513.008,81444635504.0124,61374497396.3954
"Bahrain",2047,147059056450.939,81187024027.4169,60586384124.6891
"Bahrain",2048,149485089388.87,80908202145.25,59792114148.8021
"Bahrain",2049,151911122326.801,80609100681.3659,58992714696.8076
"Bahrain",2050,154337155264.732,80290622111.4346,58189158381.2061
"Bangladesh",2015,719442877064.793,748508369298.211,763256948278.039
"Bangladesh",2016,770620289377.626,786032695165.178,793738898058.955
"Bangladesh",2017,821406092982.465,821406092982.465,821406092982.465
"Bangladesh",2018,881528194296.974,864243327742.131,855852615822.305
"Bangladesh",2019,951009498605.166,914080640720.075,896417662932.572
"Bangladesh",2020,967250926620.078,911462151265.424,885171617997.979
"Bangladesh",2021,1013122561472.94,935968644421.042,900146273819.873
"Bangladesh",2022,1058994196325.8,959163671043.348,913497696362.483
"Bangladesh",2023,1104865831178.66,981089239242.01,925307739359.828
"Bangladesh",2024,1150737466031.53,1001786213966.13,935654865414.998
"Bangladesh",2025,1196609100884.39,1021294345683.28,944614274102.233
"Bangladesh",2026,1242480735737.25,1039652298373.48,952258025483.648
"Bangladesh",2027,1288352370590.11,1056897676853.72,958655159198.871
"Bangladesh",2028,1334224005442.97,1073067053448.78,963871809280.824
"Bangladesh",2029,1380095640295.83,1088195994023.26,967971314845.533
"Bangladesh",2030,1425967275148.69,1102319083389.72,971014326798.92
"Bangladesh",2031,1471838910001.56,1115469950107.43,973058910698.699
"Bangladesh",2032,1517710544854.42,1127681290685.73,974160645904.791
"Bangladesh",2033,1563582179707.28,1138984893205.95,974372721147.3
"Bangladesh",2034,1609453814560.14,1149411660375.23,973746026636.485
"Bangladesh",2035,1655325449413,1158991632025.7,972329242835.195
"Bangladesh",2036,1701197084265.86,1167754007071.5,970168926010.008
"Bangladesh",2037,1747068719118.72,1175727164936.71,967309590673.411
"Bangladesh",2038,1792940353971.59,1182938686466.17,963793789025.567
"Bangladesh",2039,1838811988824.45,1189415374331.28,959662187500.472
"Bangladesh",2040,1884683623677.31,1195183272942.76,954953640517.868
"Bangladesh",2041,1930555258530.17,1200267687881.54,949705261538.633
"Bangladesh",2042,1976426893383.03,1204693204859.26,943952491518.255
"Bangladesh",2043,2022298528235.89,1208483708219.29,937729164849.629
"Bangladesh",2044,2068170163088.75,1211662398988.94,931067572883.383
"Bangladesh",2045,2114041797941.62,1214251812493.43,923998525110.891
"Bangladesh",2046,2159913432794.48,1216273835541.75,916551408092.231
"Bangladesh",2047,2205785067647.34,1217749723194.68,908754242208.602
"Bangladesh",2048,2251656702500.2,1218700115124.37,900633736315.853
"Bangladesh",2049,2297528337353.06,1219145051575.4,892215340373.32
"Bangladesh",2050,2343399972205.92,1219103988936.4,883523296119.508
"Barbados",2015,4540938744.55793,4724392669.83807,4817481914.10151
"Barbados",2016,4622309203.38422,4714755387.4519,4760978479.48575
"Barbados",2017,4628246374.73619,4628246374.73619,4628246374.73619
"Barbados",2018,4573907749.59821,4484223283.91981,4440687135.53224
"Barbados",2019,4603756404.59106,4424986932.51736,4339481953.61585
"Barbados",2020,4574844814.20432,4310978445.51145,4186631074.55414
"Barbados",2021,4569255583.98847,4221285871.61386,4059724404.99019
"Barbados",2022,4563666353.77262,4133453222.39601,3936658685.76271
"Barbados",2023,4558077123.55676,4047442043.51596,3817317831.7287
"Barbados",2024,4552487893.34091,3963214673.56454,3701589261.56888
"Barbados",2025,4546898663.12505,3880734227.75442,3589363792.1606
"Barbados",2026,4541309432.9092,3799964581.94395,3480535536.13156
"Barbados",2027,4535720202.69335,3720870356.98888,3375001802.49826
"Barbados",2028,4530130972.47749,3643416903.41538,3272663000.29678
"Barbados",2029,4524541742.26164,3567570286.40764,3173422545.11557
"Barbados",2030,4518952512.04578,3493297271.10361,3077186768.44311
"Barbados",2031,4513363281.82993,3420565308.19274,2983864829.74572
"Barbados",2032,4507774051.61408,3349342519.80929,2893368631.1934
"Barbados",2033,4502184821.39822,3279597685.7153,2805612734.95398
"Barbados",2034,4496595591.18237,3211300229.76733,2720514282.97842
"Barbados",2035,4491006360.96651,3144420206.66095,2637992919.20215
